date,weekday,site_id,site_name,weather,temp_c,trade,task,worker_count,hours_per_worker,man_hours,materials_delivered,incidents,near_miss,qa_issues,equipment_downtime_hours,progress_pct_estimate,notes
2025-07-10,木,S-003,橋梁補修C工区,晴れ,28,土工,法面整形,5,7.0,35.0,False,0,0,0,0.2,60.5,安全KY実施。
2025-07-10,木,S-003,橋梁補修C工区,晴れ,28,電気・設備,照明器具取付,7,7.0,49.0,False,0,0,1,0.0,60.5,安全KY実施。
2025-07-10,木,S-003,橋梁補修C工区,晴れ,28,型枠・鉄筋,型枠解体,3,8.5,25.5,False,0,0,0,0.1,60.5,重機点検実施。
2025-07-11,金,S-001,河川改修A工区,晴れ,30,土工,測量,7,8.5,59.5,False,0,0,1,0.2,65.6,写真整理実施。
2025-07-11,金,S-001,河川改修A工区,晴れ,30,型枠・鉄筋,型枠解体,4,7.5,30.0,False,0,0,0,0.1,65.6,重機点検実施。
2025-07-11,金,S-001,河川改修A工区,晴れ,30,舗装,区画線,4,8.0,32.0,False,0,0,0,0.2,65.6,材料搬入あり。
2025-07-11,金,S-001,河川改修A工区,晴れ,30,電気・設備,盤設置,8,7.0,56.0,False,0,0,1,0.3,65.6,写真整理実施。
2025-07-11,金,S-002,道路拡幅B工区,晴れ,31,舗装,区画線,5,8.0,40.0,False,0,0,0,0.0,70.9,監督員立会検査。
2025-07-11,金,S-002,道路拡幅B工区,晴れ,31,土工,掘削,7,7.5,52.5,False,0,0,0,0.0,70.9,特記事項なし。
2025-07-11,金,S-002,道路拡幅B工区,晴れ,31,型枠・鉄筋,コンクリート打設,5,7.0,35.0,False,0,0,1,0.2,70.9,午前に小雨、午後から回復。
2025-07-11,金,S-002,道路拡幅B工区,晴れ,31,電気・設備,照明器具取付,5,7.5,37.5,False,0,0,0,0.1,70.9,材料搬入あり。
2025-07-12,土,S-002,道路拡幅B工区,くもり,30,電気・設備,盤設置,7,7.5,52.5,False,0,0,0,0.3,76.8,近隣対応あり。
2025-07-12,土,S-002,道路拡幅B工区,くもり,30,型枠・鉄筋,型枠建込,8,8.0,64.0,False,0,0,0,0.2,76.8,特記事項なし。
2025-07-12,土,S-003,橋梁補修C工区,くもり,20,舗装,転圧,4,7.5,30.0,False,0,0,0,0.0,61.4,午前に小雨、午後から回復。
2025-07-12,土,S-003,橋梁補修C工区,くもり,20,土工,法面整形,4,7.5,30.0,False,0,0,0,0.1,61.4,材料搬入あり。
2025-07-14,月,S-001,河川改修A工区,晴れ,23,型枠・鉄筋,型枠解体,4,8.0,32.0,False,0,0,0,0.1,70.4,近隣対応あり。
2025-07-14,月,S-001,河川改修A工区,晴れ,23,舗装,区画線,6,8.5,51.0,False,0,0,0,0.1,70.4,材料搬入あり。
2025-07-14,月,S-001,河川改修A工区,晴れ,23,電気・設備,試運転,5,7.5,37.5,False,0,1,0,0.0,70.4,午前に小雨、午後から回復。
2025-07-14,月,S-002,道路拡幅B工区,雨,27,型枠・鉄筋,コンクリート打設,4,8.0,32.0,False,0,0,0,0.3,73.9,重機点検実施。
2025-07-14,月,S-002,道路拡幅B工区,雨,27,舗装,アスファルト敷均し,4,8.0,32.0,False,0,0,1,0.4,73.9,近隣対応あり。
2025-07-14,月,S-002,道路拡幅B工区,雨,27,土工,転圧,9,8.0,72.0,False,0,0,0,0.6,73.9,近隣対応あり。
2025-07-14,月,S-003,橋梁補修C工区,くもり,31,舗装,切削オーバーレイ,7,8.0,56.0,False,0,0,0,0.2,71.3,安全KY実施。
2025-07-14,月,S-003,橋梁補修C工区,くもり,31,土工,転圧,3,8.0,24.0,False,0,0,1,0.4,71.3,安全KY実施。
2025-07-14,月,S-003,橋梁補修C工区,くもり,31,型枠・鉄筋,型枠建込,4,7.5,30.0,False,0,0,0,0.2,71.3,材料搬入あり。
2025-07-14,月,S-003,橋梁補修C工区,くもり,31,電気・設備,盤設置,6,8.5,51.0,False,0,0,0,0.1,71.3,材料搬入あり。
2025-07-15,火,S-002,道路拡幅B工区,くもり,22,型枠・鉄筋,型枠解体,4,8.5,34.0,False,0,0,0,0.0,80.4,近隣対応あり。
2025-07-15,火,S-002,道路拡幅B工区,くもり,22,舗装,アスファルト敷均し,9,7.5,67.5,False,0,0,0,0.4,80.4,材料搬入あり。
2025-07-15,火,S-002,道路拡幅B工区,くもり,22,電気・設備,盤設置,6,7.5,45.0,False,0,0,0,0.2,80.4,材料搬入あり。
2025-07-15,火,S-002,道路拡幅B工区,くもり,22,土工,法面整形,5,7.0,35.0,False,0,0,0,0.4,80.4,重機点検実施。
2025-07-15,火,S-003,橋梁補修C工区,雨,31,土工,法面整形,4,8.0,32.0,False,0,0,0,0.5,67.6,監督員立会検査。
2025-07-15,火,S-003,橋梁補修C工区,雨,31,舗装,区画線,5,8.5,42.5,False,0,0,0,0.3,67.6,午前に小雨、午後から回復。
2025-07-15,火,S-003,橋梁補修C工区,雨,31,電気・設備,配管布設,4,8.5,34.0,False,0,0,1,0.2,67.6,材料搬入あり。
2025-07-16,水,S-001,河川改修A工区,くもり,26,舗装,路盤整正,3,8.5,25.5,False,0,0,0,0.0,73.2,監督員立会検査。
2025-07-16,水,S-001,河川改修A工区,くもり,26,土工,測量,3,7.5,22.5,False,0,0,0,0.0,73.2,安全KY実施。
2025-07-16,水,S-001,河川改修A工区,くもり,26,型枠・鉄筋,配筋,6,7.0,42.0,False,0,0,0,0.0,73.2,材料搬入あり。
2025-07-16,水,S-001,河川改修A工区,くもり,26,電気・設備,配管布設,2,8.5,17.0,False,0,0,0,0.0,73.2,特記事項なし。
2025-07-16,水,S-002,道路拡幅B工区,雨,33,舗装,転圧,7,7.5,52.5,False,0,0,0,0.4,80.5,特記事項なし。
2025-07-16,水,S-002,道路拡幅B工区,雨,33,電気・設備,ケーブル敷設,3,8.0,24.0,False,0,0,0,0.4,80.5,近隣対応あり。
2025-07-16,水,S-002,道路拡幅B工区,雨,33,型枠・鉄筋,型枠解体,6,7.0,42.0,False,0,0,0,0.3,80.5,午前に小雨、午後から回復。
2025-07-16,水,S-003,橋梁補修C工区,くもり,25,舗装,区画線,5,7.0,35.0,False,0,0,0,0.5,66.8,監督員立会検査。
2025-07-16,水,S-003,橋梁補修C工区,くもり,25,電気・設備,試運転,7,8.0,56.0,False,0,1,0,0.1,66.8,材料搬入あり。
2025-07-17,木,S-002,道路拡幅B工区,くもり,33,舗装,路盤整正,8,7.0,56.0,False,0,0,0,0.1,84.7,近隣対応あり。
2025-07-17,木,S-002,道路拡幅B工区,くもり,33,電気・設備,試運転,6,7.0,42.0,False,0,0,0,0.0,84.7,特記事項なし。
2025-07-17,木,S-003,橋梁補修C工区,雨,26,型枠・鉄筋,出来形確認,7,7.5,52.5,False,0,1,0,0.0,74.5,材料搬入あり。
2025-07-17,木,S-003,橋梁補修C工区,雨,26,舗装,転圧,3,8.0,24.0,False,0,0,0,0.0,74.5,材料搬入あり。
2025-07-17,木,S-003,橋梁補修C工区,雨,26,土工,埋戻し,7,7.5,52.5,False,0,0,0,0.3,74.5,重機点検実施。
2025-07-17,木,S-003,橋梁補修C工区,雨,26,電気・設備,盤設置,6,7.0,42.0,False,0,0,0,0.2,74.5,監督員立会検査。
2025-07-18,金,S-001,河川改修A工区,くもり,24,舗装,アスファルト敷均し,6,8.0,48.0,False,0,0,0,0.2,82.9,安全KY実施。
2025-07-18,金,S-001,河川改修A工区,くもり,24,土工,埋戻し,4,8.0,32.0,False,0,0,0,0.0,82.9,写真整理実施。
2025-07-18,金,S-001,河川改修A工区,くもり,24,型枠・鉄筋,出来形確認,5,8.5,42.5,False,0,0,0,0.0,82.9,午前に小雨、午後から回復。
2025-07-18,金,S-001,河川改修A工区,くもり,24,電気・設備,ケーブル敷設,5,8.0,40.0,False,0,0,0,0.0,82.9,近隣対応あり。
2025-07-18,金,S-002,道路拡幅B工区,くもり,24,舗装,転圧,2,8.0,16.0,False,0,0,0,0.2,85.5,監督員立会検査。
2025-07-18,金,S-002,道路拡幅B工区,くもり,24,土工,転圧,7,7.0,49.0,False,0,0,0,0.3,85.5,近隣対応あり。
2025-07-18,金,S-003,橋梁補修C工区,雨,29,舗装,区画線,9,7.5,67.5,False,0,0,0,0.2,76.7,写真整理実施。
2025-07-18,金,S-003,橋梁補修C工区,雨,29,電気・設備,照明器具取付,7,7.5,52.5,False,1,0,0,0.4,76.7,写真整理実施。
2025-07-18,金,S-003,橋梁補修C工区,雨,29,型枠・鉄筋,出来形確認,6,8.0,48.0,False,0,0,0,0.3,76.7,監督員立会検査。
2025-07-19,土,S-002,道路拡幅B工区,晴れ,23,電気・設備,試運転,6,7.0,42.0,True,0,0,0,0.3,88.3,午前に小雨、午後から回復。
2025-07-19,土,S-002,道路拡幅B工区,晴れ,23,土工,埋戻し,6,8.5,51.0,True,0,1,0,0.0,88.3,安全KY実施。
2025-07-19,土,S-002,道路拡幅B工区,晴れ,23,舗装,転圧,2,7.5,15.0,True,0,0,0,0.0,88.3,特記事項なし。
2025-07-19,土,S-002,道路拡幅B工区,晴れ,23,型枠・鉄筋,コンクリート打設,7,8.5,59.5,True,0,0,0,0.0,88.3,特記事項なし。
2025-07-19,土,S-003,橋梁補修C工区,雨,28,型枠・鉄筋,型枠解体,6,7.0,42.0,False,0,0,0,0.2,72.8,写真整理実施。
2025-07-19,土,S-003,橋梁補修C工区,雨,28,舗装,路盤整正,9,8.5,76.5,False,0,0,1,0.5,72.8,午前に小雨、午後から回復。
2025-07-19,土,S-003,橋梁補修C工区,雨,28,土工,測量,6,7.5,45.0,False,0,0,0,0.1,72.8,重機点検実施。
2025-07-19,土,S-003,橋梁補修C工区,雨,28,電気・設備,照明器具取付,4,8.5,34.0,False,0,0,0,0.3,72.8,材料搬入あり。
2025-07-21,月,S-001,河川改修A工区,雨,30,型枠・鉄筋,型枠解体,7,8.0,56.0,False,0,0,0,0.1,80.9,近隣対応あり。
2025-07-21,月,S-001,河川改修A工区,雨,30,電気・設備,盤設置,4,8.5,34.0,False,0,0,1,0.0,80.9,材料搬入あり。
2025-07-21,月,S-001,河川改修A工区,雨,30,舗装,アスファルト敷均し,5,7.5,37.5,False,0,0,0,0.0,80.9,重機点検実施。
2025-07-21,月,S-001,河川改修A工区,雨,30,土工,法面整形,5,8.5,42.5,False,0,0,0,0.2,80.9,監督員立会検査。
2025-07-21,月,S-002,道路拡幅B工区,晴れ,31,土工,法面整形,5,8.0,40.0,True,0,0,0,0.3,92.8,写真整理実施。
2025-07-21,月,S-002,道路拡幅B工区,晴れ,31,舗装,アスファルト敷均し,9,8.5,76.5,True,0,1,0,0.0,92.8,監督員立会検査。
2025-07-21,月,S-002,道路拡幅B工区,晴れ,31,電気・設備,試運転,3,7.5,22.5,True,0,0,0,0.0,92.8,近隣対応あり。
2025-07-21,月,S-003,橋梁補修C工区,晴れ,26,電気・設備,試運転,9,8.5,76.5,False,0,0,0,0.1,81.5,監督員立会検査。
2025-07-21,月,S-003,橋梁補修C工区,晴れ,26,舗装,路盤整正,4,8.0,32.0,False,0,0,0,0.3,81.5,重機点検実施。
2025-07-21,月,S-003,橋梁補修C工区,晴れ,26,型枠・鉄筋,コンクリート打設,6,7.5,45.0,False,0,0,0,0.0,81.5,近隣対応あり。
2025-07-21,月,S-003,橋梁補修C工区,晴れ,26,土工,掘削,4,7.5,30.0,False,0,0,0,0.3,81.5,監督員立会検査。
2025-07-22,火,S-001,河川改修A工区,晴れ,28,電気・設備,ケーブル敷設,7,7.0,49.0,False,0,0,0,0.3,80.0,安全KY実施。
2025-07-22,火,S-001,河川改修A工区,晴れ,28,舗装,路盤整正,4,8.0,32.0,False,0,0,0,0.0,80.0,午前に小雨、午後から回復。
2025-07-22,火,S-001,河川改修A工区,晴れ,28,土工,法面整形,7,8.0,56.0,False,0,0,0,0.3,80.0,監督員立会検査。
2025-07-22,火,S-001,河川改修A工区,晴れ,28,型枠・鉄筋,出来形確認,4,7.5,30.0,False,0,0,0,0.4,80.0,写真整理実施。
2025-07-22,火,S-002,道路拡幅B工区,くもり,31,電気・設備,盤設置,7,7.0,49.0,False,0,0,0,0.0,90.6,午前に小雨、午後から回復。
2025-07-22,火,S-002,道路拡幅B工区,くもり,31,型枠・鉄筋,配筋,5,7.0,35.0,False,0,0,0,0.0,90.6,近隣対応あり。
2025-07-22,火,S-002,道路拡幅B工区,くもり,31,舗装,切削オーバーレイ,8,7.5,60.0,False,0,0,0,0.0,90.6,特記事項なし。
2025-07-22,火,S-002,道路拡幅B工区,くもり,31,土工,埋戻し,7,8.0,56.0,False,0,0,0,0.5,90.6,安全KY実施。
2025-07-22,火,S-003,橋梁補修C工区,くもり,25,電気・設備,照明器具取付,8,7.5,60.0,False,0,0,0,0.4,82.2,監督員立会検査。
2025-07-22,火,S-003,橋梁補修C工区,くもり,25,型枠・鉄筋,出来形確認,6,7.5,45.0,False,0,0,0,0.2,82.2,午前に小雨、午後から回復。
2025-07-23,水,S-001,河川改修A工区,くもり,23,舗装,アスファルト敷均し,6,8.5,51.0,True,0,0,1,0.1,82.8,特記事項なし。
2025-07-23,水,S-001,河川改修A工区,くもり,23,型枠・鉄筋,型枠解体,4,7.0,28.0,True,0,0,0,0.0,82.8,近隣対応あり。
2025-07-23,水,S-001,河川改修A工区,くもり,23,土工,埋戻し,6,8.5,51.0,True,0,0,0,0.2,82.8,午前に小雨、午後から回復。
2025-07-23,水,S-001,河川改修A工区,くもり,23,電気・設備,照明器具取付,7,7.5,52.5,True,0,0,0,0.0,82.8,重機点検実施。
2025-07-23,水,S-002,道路拡幅B工区,晴れ,23,電気・設備,配管布設,6,7.0,42.0,True,0,0,0,0.2,94.4,監督員立会検査。
2025-07-23,水,S-002,道路拡幅B工区,晴れ,23,土工,埋戻し,7,7.5,52.5,True,0,0,0,0.0,94.4,近隣対応あり。
2025-07-23,水,S-002,道路拡幅B工区,晴れ,23,型枠・鉄筋,配筋,6,7.0,42.0,True,0,0,0,0.0,94.4,材料搬入あり。
2025-07-23,水,S-003,橋梁補修C工区,くもり,31,電気・設備,照明器具取付,6,7.0,42.0,True,0,0,1,0.0,79.5,監督員立会検査。
2025-07-23,水,S-003,橋梁補修C工区,くもり,31,型枠・鉄筋,型枠建込,7,8.5,59.5,True,0,0,1,0.3,79.5,監督員立会検査。
2025-07-24,木,S-001,河川改修A工区,晴れ,28,型枠・鉄筋,配筋,2,7.0,14.0,True,0,0,1,0.3,86.9,近隣対応あり。
2025-07-24,木,S-001,河川改修A工区,晴れ,28,電気・設備,配管布設,3,7.0,21.0,True,0,0,1,0.0,86.9,近隣対応あり。
2025-07-24,木,S-002,道路拡幅B工区,くもり,26,土工,測量,6,7.0,42.0,False,0,1,0,0.2,96.8,材料搬入あり。
2025-07-24,木,S-002,道路拡幅B工区,くもり,26,型枠・鉄筋,型枠建込,6,7.5,45.0,False,0,0,0,0.2,96.8,監督員立会検査。
2025-07-24,木,S-003,橋梁補修C工区,雨,25,土工,転圧,6,7.0,42.0,False,0,1,0,0.5,84.0,近隣対応あり。
2025-07-24,木,S-003,橋梁補修C工区,雨,25,舗装,アスファルト敷均し,2,8.0,16.0,False,0,0,0,0.4,84.0,重機点検実施。
2025-07-24,木,S-003,橋梁補修C工区,雨,25,型枠・鉄筋,型枠解体,3,7.0,21.0,False,0,0,0,0.2,84.0,監督員立会検査。
2025-07-24,木,S-003,橋梁補修C工区,雨,25,電気・設備,照明器具取付,4,7.5,30.0,False,0,1,0,0.1,84.0,特記事項なし。
2025-07-25,金,S-001,河川改修A工区,晴れ,27,舗装,区画線,6,7.5,45.0,False,0,0,0,0.0,89.7,写真整理実施。
2025-07-25,金,S-001,河川改修A工区,晴れ,27,土工,掘削,7,8.5,59.5,False,0,0,0,0.0,89.7,材料搬入あり。
2025-07-25,金,S-001,河川改修A工区,晴れ,27,型枠・鉄筋,配筋,3,7.0,21.0,False,0,0,0,0.3,89.7,近隣対応あり。
2025-07-25,金,S-001,河川改修A工区,晴れ,27,電気・設備,照明器具取付,5,8.5,42.5,False,0,0,0,0.2,89.7,特記事項なし。
2025-07-25,金,S-002,道路拡幅B工区,くもり,25,電気・設備,試運転,6,7.5,45.0,False,0,0,0,0.0,96.1,監督員立会検査。
2025-07-25,金,S-002,道路拡幅B工区,くもり,25,土工,掘削,7,7.5,52.5,False,0,0,0,0.3,96.1,近隣対応あり。
2025-07-25,金,S-002,道路拡幅B工区,くもり,25,舗装,転圧,3,8.0,24.0,False,0,0,1,0.2,96.1,特記事項なし。
2025-07-25,金,S-002,道路拡幅B工区,くもり,25,型枠・鉄筋,型枠建込,5,7.5,37.5,False,0,0,0,0.2,96.1,材料搬入あり。
2025-07-26,土,S-001,河川改修A工区,晴れ,25,土工,埋戻し,6,8.0,48.0,True,0,0,0,0.0,94.7,近隣対応あり。
2025-07-26,土,S-001,河川改修A工区,晴れ,25,型枠・鉄筋,型枠解体,8,7.0,56.0,True,0,0,0,0.0,94.7,写真整理実施。
2025-07-26,土,S-002,道路拡幅B工区,晴れ,20,土工,測量,6,7.0,42.0,False,0,0,0,0.2,94.8,材料搬入あり。
2025-07-26,土,S-002,道路拡幅B工区,晴れ,20,電気・設備,試運転,8,8.0,64.0,False,0,0,0,0.2,94.8,監督員立会検査。
2025-07-26,土,S-002,道路拡幅B工区,晴れ,20,型枠・鉄筋,型枠解体,4,7.5,30.0,False,0,0,0,0.1,94.8,監督員立会検査。
2025-07-26,土,S-003,橋梁補修C工区,晴れ,22,土工,転圧,7,7.0,49.0,True,0,0,0,0.2,83.4,監督員立会検査。
2025-07-26,土,S-003,橋梁補修C工区,晴れ,22,電気・設備,照明器具取付,8,7.0,56.0,True,0,0,0,0.0,83.4,監督員立会検査。
2025-07-26,土,S-003,橋梁補修C工区,晴れ,22,型枠・鉄筋,型枠解体,7,7.0,49.0,True,0,1,0,0.5,83.4,午前に小雨、午後から回復。
2025-07-26,土,S-003,橋梁補修C工区,晴れ,22,舗装,アスファルト敷均し,9,8.5,76.5,True,0,0,1,0.3,83.4,特記事項なし。
2025-07-28,月,S-002,道路拡幅B工区,くもり,27,電気・設備,ケーブル敷設,6,8.0,48.0,False,0,1,0,0.6,95.0,重機点検実施。
2025-07-28,月,S-002,道路拡幅B工区,くもり,27,型枠・鉄筋,コンクリート打設,7,7.5,52.5,False,0,0,0,0.4,95.0,重機点検実施。
2025-07-28,月,S-003,橋梁補修C工区,くもり,30,舗装,アスファルト敷均し,7,7.0,49.0,True,0,0,0,0.0,86.9,特記事項なし。
2025-07-28,月,S-003,橋梁補修C工区,くもり,30,型枠・鉄筋,型枠建込,6,8.5,51.0,True,0,0,0,0.0,86.9,写真整理実施。
2025-07-29,火,S-001,河川改修A工区,くもり,34,電気・設備,配管布設,6,7.0,42.0,False,0,0,0,0.3,96.4,安全KY実施。
2025-07-29,火,S-001,河川改修A工区,くもり,34,土工,埋戻し,6,7.5,45.0,False,0,0,0,0.0,96.4,重機点検実施。
2025-07-29,火,S-001,河川改修A工区,くもり,34,型枠・鉄筋,出来形確認,6,7.0,42.0,False,0,0,0,0.1,96.4,監督員立会検査。
2025-07-29,火,S-003,橋梁補修C工区,晴れ,32,土工,掘削,7,8.0,56.0,False,0,0,1,0.5,96.0,重機点検実施。
2025-07-29,火,S-003,橋梁補修C工区,晴れ,32,舗装,アスファルト敷均し,7,8.0,56.0,False,0,0,0,0.0,96.0,特記事項なし。
2025-07-29,火,S-003,橋梁補修C工区,晴れ,32,電気・設備,試運転,4,8.0,32.0,False,0,0,0,0.4,96.0,安全KY実施。
2025-07-29,火,S-003,橋梁補修C工区,晴れ,32,型枠・鉄筋,コンクリート打設,8,8.0,64.0,False,0,0,0,0.1,96.0,特記事項なし。
2025-07-30,水,S-001,河川改修A工区,晴れ,24,型枠・鉄筋,型枠建込,2,7.5,15.0,True,0,0,0,0.0,97.8,材料搬入あり。
2025-07-30,水,S-001,河川改修A工区,晴れ,24,電気・設備,配管布設,4,8.0,32.0,True,0,0,0,0.2,97.8,監督員立会検査。
2025-07-30,水,S-001,河川改修A工区,晴れ,24,土工,転圧,6,7.0,42.0,True,0,0,0,0.1,97.8,安全KY実施。
2025-07-30,水,S-002,道路拡幅B工区,晴れ,29,電気・設備,試運転,4,8.0,32.0,False,0,1,0,0.1,98.8,材料搬入あり。
2025-07-30,水,S-002,道路拡幅B工区,晴れ,29,土工,埋戻し,6,7.5,45.0,False,0,0,0,0.1,98.8,近隣対応あり。
2025-07-30,水,S-002,道路拡幅B工区,晴れ,29,舗装,路盤整正,7,8.5,59.5,False,0,0,1,0.1,98.8,監督員立会検査。
2025-07-30,水,S-002,道路拡幅B工区,晴れ,29,型枠・鉄筋,出来形確認,4,8.0,32.0,False,0,0,0,0.3,98.8,特記事項なし。
2025-07-30,水,S-003,橋梁補修C工区,くもり,30,電気・設備,試運転,6,8.0,48.0,False,0,0,0,0.0,93.9,特記事項なし。
2025-07-30,水,S-003,橋梁補修C工区,くもり,30,土工,転圧,4,7.5,30.0,False,0,0,0,0.1,93.9,写真整理実施。
2025-07-30,水,S-003,橋梁補修C工区,くもり,30,型枠・鉄筋,配筋,2,8.0,16.0,False,0,0,0,0.0,93.9,写真整理実施。
